Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Poblacion 2020

cve_inegi,id_estado,id_municipio,superficie,municipios,localidades,cabecera,longitud,latitud,altitud,pob_cabecera,pob_cabecera_h,pob_cabecera_m,total,hombres,mujeres,p3ymas,p3ymas_h,p3ymas_m,p5ymas,p5ymas_h,p5ymas_m,p0_2,p0_2_h,p0_2_m,p3_5,p3_5_h,p3_5_m,p6_14,p6_14_h,p6_14_m,p8_14,p8_14_h,p8_14_m,p15_17,p15_17_h,p15_17_m,p18_24,p18_24_h,p18_24_m,p25_29,p25_29_h,p25_29_m,p25_59,p25_59_h,p25_59_m,p60ymas,p60ymas_h,p60ymas_m,p12ymas,p12ymas_h,p12ymas_m,p15ymas,p15ymas_h,p15ymas_m,p18ymas,p18ymas_h,p18ymas_m,p30ymas,p30ymas_h,p30ymas_m,loc1_249,loc250_499,loc500_999,loc1K_2499,loc2K5_4999,loc5K_9999,loc10K_14999,loc15K_29999,loc30K_49999,loc50K_99999,loc100K_249999,loc250K_499999,loc500K_999999,locmayor1M,tipo_municipio,p3ymas_li,p3ymas_li_h,p3ymas_li_m,p3ymas_li_esp,p3ymas_li_esp_h,p3ymas_li_esp_m,p3ymas_li_noesp,p3ymas_li_noesp_h,p3ymas_li_noesp_m,p3ymas_li_esp_noespecif,p3ymas_li_esp_noespecif_h,p3ymas_li_esp_noespecif_m,p3ymas_no_li,p3ymas_no_li_h,p3ymas_no_li_m,p3ymas_li_noespecif,p3ymas_li_noespecif_h,p3ymas_li_noespecif_m,id_lengua1,id_lengua2,hab_lengua1,hab_lengua2,p_catolica,p_nocatolica,p_otrareligion,p_sinreligion
"05005","5","5","0.00","0","0","","","","0","0","0","0","1643","843","800","1556","800","756","1496","770","726","87","43","44","86","41","45","0","0","0","217","132","85","93","47","46","149","78","71","74","33","41","0","0","0","299","164","135","1280","644","636","1186","591","595","1093","544","549","0","0","0","239","0","0","1404","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05006","5","6","0.00","0","0","","","","0","0","0","0","29128","14596","14532","27559","13773","13786","26396","13171","13225","1569","823","746","1709","869","840","0","0","0","3664","1882","1782","1444","714","730","3230","1586","1644","2182","1092","1090","0","0","0","3416","1696","1720","22594","11209","11385","21100","10459","10641","19656","9745","9911","0","0","0","1493","321","0","0","0","0","0","27314","0","0","0","0","0","0","","14","8","6","14","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05007","5","7","0.00","0","0","","","","0","0","0","0","12715","6365","6350","11950","5977","5973","11434","5731","5703","763","387","376","760","375","385","0","0","0","1663","919","744","625","308","317","1291","623","668","787","401","386","0","0","0","1668","816","852","9739","4833","4906","9037","4446","4591","8412","4138","4274","0","0","0","1993","327","0","0","0","0","10395","0","0","0","0","0","0","0","","12","8","4","12","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05008","5","8","0.00","0","0","","","","0","0","0","0","3047","1529","1518","2895","1456","1439","2783","1404","1379","152","73","79","181","92","89","0","0","0","408","205","203","143","73","70","321","158","163","206","99","107","0","0","0","433","240","193","2335","1164","1171","2187","1095","1092","2044","1022","1022","0","0","0","389","351","541","1766","0","0","0","0","0","0","0","0","0","0","","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05009","5","9","0.00","0","0","","","","0","0","0","0","59035","29217","29818","55499","27490","28009","53049","26251","26798","3530","1725","1805","3618","1870","1748","0","0","0","7479","3828","3651","3122","1599","1523","7161","3625","3536","4246","2034","2212","0","0","0","6522","3242","3280","45439","22289","23150","42221","20661","21560","39099","19062","20037","0","0","0","1599","2167","7473","12313","2779","0","0","0","32704","0","0","0","0","0","","48","28","20","47","27","20","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05010","5","10","0.00","0","0","","","","0","0","0","0","82409","41209","41200","77970","38910","39060","74687","37284","37403","4391","2275","2116","4845","2414","2431","0","0","0","9964","5016","4948","4111","2087","2024","9396","4787","4609","6193","3053","3140","0","0","0","9286","4515","4771","64518","32123","32395","60250","30007","30243","56139","27920","28219","0","0","0","930","0","0","3648","2589","0","0","0","0","75242","0","0","0","0","","51","26","25","51","26","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05011","5","11","0.00","0","0","","","","0","0","0","0","11898","6091","5807","11261","5760","5501","10785","5522","5263","610","318","292","749","380","369","0","0","0","1507","752","755","597","301","296","1249","636","613","822","389","433","0","0","0","1781","977","804","9175","4693","4482","8530","4393","4137","7933","4092","3841","0","0","0","3829","2534","0","0","0","5535","0","0","0","0","0","0","0","0","","2","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05012","5","12","0.00","0","0","","","","0","0","0","0","1643","883","760","1575","851","724","1524","822","702","68","32","36","84","50","34","0","0","0","193","104","89","83","43","40","158","81","77","94","48","46","0","0","0","286","168","118","1318","715","603","1230","666","564","1147","623","524","0","0","0","574","294","775","0","0","0","0","0","0","0","0","0","0","0","","5","4","1","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05013","5","13","0.00","0","0","","","","0","0","0","0","1735","896","839","1614","833","781","1529","786","743","118","62","56","128","72","56","0","0","0","268","145","123","108","59","49","189","81","108","105","53","52","0","0","0","201","101","100","1266","641","625","1142","575","567","1034","516","518","0","0","0","61","0","0","1674","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05014","5","14","0.00","0","0","","","","0","0","0","0","9502","4857","4645","9013","4613","4400","8622","4398","4224","489","244","245","595","326","269","0","0","0","1169","582","587","505","254","251","1119","588","531","669","319","350","0","0","0","1163","616","547","7379","3758","3621","6893","3507","3386","6388","3253","3135","0","0","0","2069","1971","997","1162","3303","0","0","0","0","0","0","0","0","0","","3","0","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05015","5","15","0.00","0","0","","","","0","0","0","0","1584","786","798","1497","750","747","1436","724","712","87","36","51","92","41","51","0","0","0","191","98","93","70","41","29","172","90","82","104","51","53","0","0","0","225","115","110","1237","632","605","1151","583","568","1081","542","539","0","0","0","324","331","929","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05016","5","16","0.00","0","0","","","","0","0","0","0","1764","928","836","1693","892","801","1625","855","770","71","36","35","99","55","44","0","0","0","183","96","87","75","41","34","181","104","77","98","56","42","0","0","0","343","182","161","1437","748","689","1352","708","644","1277","667","610","0","0","0","21","0","0","1743","0","0","0","0","0","0","0","0","0","0","","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05017","5","17","0.00","0","0","","","","0","0","0","0","118337","58692","59645","112124","55570","56554","107553","53268","54285","6120","3075","3045","6766","3441","3325","0","0","0","15046","7536","7510","6718","3348","3370","15073","7572","7501","8852","4359","4493","0","0","0","12999","6468","6531","92761","45822","46939","86195","42518","43677","79477","39170","40307","0","0","0","3356","5696","7974","24025","8311","9213","0","0","0","59762","0","0","0","0","","53","33","20","52","33","19","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05018","5","18","0.00","0","0","","","","0","0","0","0","237951","118058","119893","226203","112067","114136","217289","107602","109687","11555","5895","5660","13225","6653","6572","0","0","0","27285","13916","13369","11373","5813","5560","25868","12990","12878","17178","8408","8770","0","0","0","30877","14999","15878","189023","93172","95851","177572","87342","90230","166199","81529","84670","0","0","0","782","0","0","0","0","0","0","0","0","0","237169","0","0","0","","220","127","93","218","127","91","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05019","5","19","0.00","0","0","","","","0","0","0","0","7928","3935","3993","7532","3726","3806","7223","3554","3669","396","209","187","460","248","212","0","0","0","1003","481","522","429","207","222","946","486","460","522","239","283","0","0","0","1017","499","518","6219","3060","3159","5781","2857","2924","5352","2650","2702","0","0","0","203","0","0","1005","0","6720","0","0","0","0","0","0","0","0","","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05020","5","20","0.00","0","0","","","","0","0","0","0","71627","35856","35771","66916","33447","33469","64134","32012","32122","3901","2005","1896","4156","2114","2042","0","0","0","8829","4520","4309","3568","1825","1743","8040","3994","4046","4874","2429","2445","0","0","0","9377","4614","4763","55005","27304","27701","51328","25473","25855","47760","23648","24112","0","0","0","1130","543","1371","1336","2915","7746","0","17594","38992","0","0","0","0","0","","97","60","37","97","60","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05021","5","21","0.00","0","0","","","","0","0","0","0","6539","3243","3296","6274","3103","3171","6048","2992","3056","265","140","125","335","160","175","0","0","0","800","359","441","284","154","130","711","352","359","454","229","225","0","0","0","922","493","429","5312","2664","2648","4946","2494","2452","4662","2340","2322","0","0","0","1033","980","0","0","4526","0","0","0","0","0","0","0","0","0","","6","4","2","6","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05022","5","22","0.00","0","0","","","","0","0","0","0","33129","16599","16530","31306","15715","15591","29949","15063","14886","1796","871","925","2064","991","1073","0","0","0","4379","2205","2174","1754","926","828","4107","2065","2042","2653","1302","1351","0","0","0","3208","1645","1563","25425","12776","12649","23558","11857","11701","21804","10931","10873","0","0","0","916","0","0","0","0","5250","0","26963","0","0","0","0","0","0","","22","14","8","21","14","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05023","5","23","0.00","0","0","","","","0","0","0","0","9642","4992","4650","9180","4766","4414","8793","4588","4205","462","226","236","597","286","311","0","0","0","1320","675","645","512","266","246","1118","606","512","652","335","317","0","0","0","1187","628","559","7430","3894","3536","6857","3602","3255","6345","3336","3009","0","0","0","1782","0","0","4209","3651","0","0","0","0","0","0","0","0","0","","2","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05024","5","24","0.00","0","0","","","","0","0","0","0","44472","22534","21938","41987","21269","20718","40272","20393","19879","2434","1240","1194","2529","1300","1229","0","0","0","5219","2761","2458","2339","1240","1099","5058","2609","2449","2850","1401","1449","0","0","0","5952","3012","2940","34924","17594","17330","32659","16410","16249","30320","15170","15150","0","0","0","5527","3519","628","0","0","0","0","0","34798","0","0","0","0","0","","45","25","20","45","25","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05025","5","25","0.00","0","0","","","","0","0","0","0","176327","88711","87616","167055","84001","83054","160444","80660","79784","8999","4573","4426","9997","5125","4872","0","0","0","21773","11076","10697","9118","4611","4507","21093","10614","10479","14589","7274","7315","0","0","0","17040","8145","8895","138116","69272","68844","128865","64588","64277","119747","59977","59770","0","0","0","1057","370","941","0","0","0","0","0","0","0","173959","0","0","0","","254","150","104","248","147","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05026","5","26","0.00","0","0","","","","0","0","0","0","3239","1634","1605","3028","1545","1483","2910","1484","1426","166","67","99","180","93","87","0","0","0","371","183","188","149","77","72","345","180","165","254","130","124","0","0","0","499","248","251","2522","1289","1233","2357","1210","1147","2208","1133","1075","0","0","0","438","894","675","1232","0","0","0","0","0","0","0","0","0","0","","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05027","5","27","0.00","0","0","","","","0","0","0","0","122243","62722","59521","115842","59520","56322","110656","56939","53717","6311","3158","3153","7747","3874","3873","0","0","0","15262","7701","7561","5995","3114","2881","15870","8210","7660","11727","6155","5572","0","0","0","7422","3726","3696","94232","48697","45535","87996","45540","42456","82001","42426","39575","0","0","0","5020","1057","0","2156","0","0","0","0","0","0","114010","0","0","0","","403","241","162","402","241","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05028","5","28","0.00","0","0","","","","0","0","0","0","64811","32237","32574","61423","30491","30932","59028","29293","29735","3340","1722","1618","3562","1807","1755","0","0","0","7568","3837","3731","3195","1656","1539","7069","3576","3493","4900","2407","2493","0","0","0","8148","3871","4277","51260","25319","25941","48078","23731","24347","44883","22075","22808","0","0","0","402","0","578","1188","3447","0","0","0","0","59196","0","0","0","0","","85","48","37","83","47","36","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05029","5","29","0.00","0","0","","","","0","0","0","0","2471","1242","1229","2344","1173","1171","2246","1122","1124","127","69","58","145","73","72","0","0","0","281","133","148","121","67","54","265","132","133","184","92","92","0","0","0","328","179","149","1942","984","958","1818","922","896","1697","855","842","0","0","0","34","0","0","2437","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05030","5","30","0.00","0","0","","","","0","0","0","0","879958","437792","442166","831685","413289","418396","797381","395764","401617","45489","23106","22383","50719","25939","24780","0","0","0","102107","52085","50022","43636","22045","21591","108441","55622","52819","73387","37309","36078","0","0","0","89453","41185","48268","691325","341757","349568","648009","319700","328309","604373","297655","306718","0","0","0","7033","4103","1495","2896","0","0","0","0","0","0","0","0","864431","0","","2165","1255","910","2101","1221","880","12","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05031","5","31","0.00","0","0","","","","0","0","0","0","24759","12275","12484","23487","11612","11875","22554","11127","11427","1245","650","595","1389","714","675","0","0","0","2835","1394","1441","1149","584","565","2556","1280","1276","1730","846","884","0","0","0","3406","1702","1704","19635","9675","9960","18431","9085","9346","17282","8501","8781","0","0","0","1346","0","0","0","0","0","0","23413","0","0","0","0","0","0","","20","12","8","19","12","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05032","5","32","0.00","0","0","","","","0","0","0","0","42260","20922","21338","40282","19881","20401","38745","19086","19659","1971","1038","933","2258","1166","1092","0","0","0","4647","2340","2307","1985","1008","977","4527","2316","2211","2812","1366","1446","0","0","0","6927","3224","3703","34011","16670","17341","32046","15701","16345","30061","14693","15368","0","0","0","947","408","590","1257","0","0","0","0","39058","0","0","0","0","0","","27","14","13","26","14","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05033","5","33","0.00","0","0","","","","0","0","0","0","101041","49949","51092","95534","47252","48282","91558","45198","46360","5483","2685","2798","5926","3043","2883","0","0","0","13412","6746","6666","5552","2791","2761","11777","5970","5807","6772","3222","3550","0","0","0","12742","6439","6303","78170","38408","39762","72410","35584","36826","66858","32793","34065","0","0","0","4685","7888","12174","16124","2708","7972","0","0","49490","0","0","0","0","0","","160","96","64","160","96","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05034","5","34","0.00","0","0","","","","0","0","0","0","6744","3527","3217","6304","3316","2988","6017","3176","2841","440","211","229","433","211","222","0","0","0","887","417","470","305","171","134","719","379","340","592","311","281","0","0","0","563","313","250","5071","2717","2354","4733","2559","2174","4428","2388","2040","0","0","0","761","462","948","0","4573","0","0","0","0","0","0","0","0","0","","5","2","3","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05035","5","35","0.00","0","0","","","","0","0","0","0","720848","351753","369095","685651","333834","351817","660788","321183","339605","33870","17256","16614","36921","18772","18149","0","0","0","83167","42435","40732","35772","18251","17521","85385","42715","42670","54864","26882","27982","0","0","0","87543","39585","47958","577017","278387","298630","541716","260492","281224","505944","242241","263703","0","0","0","1216","2558","2209","16372","8300","0","0","0","0","0","0","0","690193","0","","906","555","351","879","541","338","13","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05036","5","36","0.00","0","0","","","","0","0","0","0","20305","10230","10075","19153","9657","9496","18396","9284","9112","1111","553","558","1134","546","588","0","0","0","2776","1425","1351","1245","634","611","2427","1229","1198","1315","657","658","0","0","0","2569","1357","1212","15777","7957","7820","14551","7341","7210","13306","6707","6599","0","0","0","2882","2411","6430","5060","3522","0","0","0","0","0","0","0","0","0","","11","7","4","11","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05037","5","37","0.00","0","0","","","","0","0","0","0","6188","3130","3058","5801","2952","2849","5535","2820","2715","387","178","209","392","194","198","0","0","0","765","376","389","329","169","160","716","386","330","419","199","220","0","0","0","785","388","397","4755","2430","2325","4429","2269","2160","4100","2100","2000","0","0","0","461","284","0","0","0","5443","0","0","0","0","0","0","0","0","","2","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05038","5","38","0.00","0","0","","","","0","0","0","0","13135","6557","6578","12412","6201","6211","11925","5987","5938","723","356","367","745","346","399","0","0","0","1673","813","860","644","329","315","1437","714","723","956","472","484","0","0","0","1818","906","912","10185","5152","5033","9450","4780","4670","8806","4451","4355","0","0","0","819","602","564","0","0","0","11150","0","0","0","0","0","0","0","","9","3","6","9","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06001","6","1","0.00","0","0","","","","0","0","0","0","27626","13940","13686","26367","13299","13068","25478","12843","12635","1238","632","606","1361","708","653","0","0","0","3593","1839","1754","1409","716","693","3125","1596","1529","1916","939","977","0","0","0","3966","1982","1984","21911","11034","10877","20454","10265","10189","19045","9549","9496","0","0","0","575","443","1416","3433","6391","0","0","15368","0","0","0","0","0","0","","100","53","47","100","53","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06002","6","2","0.00","0","0","","","","0","0","0","0","157048","76155","80893","151059","73058","78001","146939","71010","75929","5465","2835","2630","6320","3178","3142","0","0","0","16829","8539","8290","7421","3751","3670","18065","9079","8986","11707","5802","5905","0","0","0","25213","11214","13999","130585","62713","67872","123399","59083","64316","115978","55332","60646","0","0","0","2872","2036","1271","3904","0","0","0","0","0","0","146965","0","0","0","","648","359","289","599","332","267","37","16","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06003","6","3","0.00","0","0","","","","0","0","0","0","21661","10893","10768","20756","10447","10309","20124","10139","9985","810","399","411","981","499","482","0","0","0","2492","1319","1173","1148","601","547","2480","1269","1211","1592","854","738","0","0","0","3253","1566","1687","17676","8844","8832","16597","8276","8321","15449","7675","7774","0","0","0","1196","1464","745","3771","4836","9649","0","0","0","0","0","0","0","0","","67","41","26","67","41","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06004","6","4","0.00","0","0","","","","0","0","0","0","20837","10484","10353","19906","10006","9900","19257","9696","9561","917","471","446","986","474","512","0","0","0","2457","1245","1212","1077","538","539","2505","1285","1220","1554","808","746","0","0","0","2980","1494","1486","16820","8491","8329","15756","7933","7823","14679","7395","7284","0","0","0","1056","1458","1131","2300","0","0","14892","0","0","0","0","0","0","0","","198","98","100","179","91","88","19","7","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"06005","6","5","0.00","0","0","","","","0","0","0","0","31267","15729","15538","29997","15052","14945","29109","14598","14511","1206","645","561","1366","721","645","0","0","0","3574","1827","1747","1664","854","810","3620","1880","1740","2281","1142","1139","0","0","0","4849","2348","2501","25651","12819","12832","24120","12021","12099","22456","11167","11289","0","0","0","728","0","3394","4140","3328","19677","0","0","0","0","0","0","0","0","","1115","668","447","1077","647","430","32","16","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
